node_id,community_id,node_type_mask,label,is_target,importance_annotator1,importance_annotator2,importance_annotator3,importance_annotator4,importance_annotator5
0,17,link,1,0,0,,0,,
1,17,entity_0,,0,0,,0,,
2,17,link,0,0,0,,0,,
3,17,link,0,0,0,,0,,
4,17,link,1,0,0,,0,,
5,17,link,1,0,0,,0,,
6,17,link,0,0,0,,0,,
7,17,link,1,0,0,,0,,
8,17,link,0,0,0,,0,,
9,17,link,1,0,0,,0,,
10,17,link,1,0,0,,0,,
11,17,link,1,0,0,,0,,
12,17,link,1,0,0,,0,,
13,17,link,0,0,2,,2,,
14,17,link,0,0,0,,0,,
15,17,link,0,0,0,,0,,
16,17,link,0,0,0,,0,,
17,17,node,,0,0,,0,,
18,17,link,0,0,0,,0,,
19,17,link,1,0,0,,0,,
20,17,link,1,0,0,,0,,
21,17,link,0,0,0,,0,,
22,17,node,,0,0,,0,,
23,17,link,0,0,0,,0,,
24,17,link,0,0,0,,0,,
25,17,link,1,0,0,,0,,
26,17,link,1,0,0,,0,,
27,17,link,1,0,0,,0,,
28,17,link,0,0,0,,0,,
29,17,link,0,0,0,,0,,
30,17,link,0,0,2,,2,,
31,17,node,,0,0,,0,,
32,17,link,1,0,0,,0,,
33,17,entity_2,,0,0,,0,,
34,17,node,,0,0,,0,,
35,17,entity_0,,0,0,,0,,
36,17,link,1,0,0,,0,,
37,17,link,0,0,2,,2,,
38,17,entity_0,,0,0,,0,,
39,17,node,,0,0,,0,,
40,17,entity_1,,0,2,,2,,
41,17,link,1,0,0,,0,,
42,17,link,0,0,0,,0,,
43,17,link,0,0,0,,0,,
44,17,entity_2,,0,1,,1,,
45,17,link,0,0,0,,0,,
46,17,link,0,0,0,,0,,
47,17,link,1,0,0,,0,,
48,17,entity_0,,0,0,,0,,
49,17,entity_0,,0,0,,0,,
50,17,link,0,0,0,,0,,
51,17,link,1,0,0,,0,,
52,17,link,0,0,0,,0,,
53,17,link,0,0,0,,0,,
54,17,link,0,1,2,,2,,
55,17,link,1,0,0,,0,,
56,17,link,0,0,2,,2,,
57,17,node,,0,0,,0,,
58,17,entity_0,,0,0,,0,,
59,17,link,0,0,0,,0,,
0,18,link,0,0,2,2,2,,
1,18,link,0,0,2,2,2,,
2,18,link,0,0,2,2,2,,
3,18,entity_1,,0,1,1,1,,
4,18,link,0,0,2,2,0,,
5,18,link,0,0,2,2,2,,
6,18,link,0,0,2,2,0,,
7,18,node,,0,2,2,2,,
8,18,link,0,0,2,2,0,,
9,18,link,0,0,2,2,2,,
10,18,link,0,0,2,2,0,,
11,18,entity_1,,0,1,1,0,,
12,18,link,0,0,2,2,0,,
13,18,entity_1,,0,1,1,0,,
14,18,node,,0,1,1,0,,
15,18,entity_2,,0,2,2,1,,
16,18,link,0,0,2,2,2,,
17,18,link,1,0,0,0,0,,
18,18,link,0,0,2,2,2,,
19,18,link,0,0,2,2,0,,
20,18,link,0,0,2,2,2,,
21,18,entity_1,,0,2,2,2,,
22,18,link,0,0,2,2,2,,
23,18,link,0,0,2,2,2,,
24,18,link,1,0,0,0,0,,
25,18,link,0,0,2,2,0,,
26,18,link,0,0,2,2,0,,
27,18,link,0,0,2,2,0,,
28,18,link,0,0,2,2,0,,
29,18,link,0,0,2,2,0,,
30,18,link,0,0,2,2,2,,
31,18,link,0,0,2,2,0,,
32,18,link,0,0,2,2,0,,
33,18,link,0,0,2,2,0,,
34,18,link,0,0,2,2,2,,
35,18,link,0,1,2,2,2,,
36,18,link,0,0,2,2,0,,
37,18,node,,0,1,1,1,,
38,18,node,,0,1,1,0,,
0,19,entity_2,,0,0,,0,,
1,19,node,,0,0,,0,,
2,19,link,1,0,0,,0,,
3,19,link,1,0,0,,0,,
4,19,link,0,0,2,,2,,
5,19,link,1,0,0,,0,,
6,19,entity_2,,0,0,,0,,
7,19,entity_2,,0,0,,0,,
8,19,link,1,0,0,,0,,
9,19,link,0,0,0,,0,,
10,19,entity_2,,0,1,,1,,
11,19,node,,0,0,,0,,
12,19,link,1,0,0,,0,,
13,19,entity_0,,0,0,,0,,
14,19,node,,0,0,,0,,
15,19,link,0,0,0,,0,,
16,19,link,0,0,0,,0,,
17,19,entity_0,,0,0,,0,,
18,19,link,1,0,0,,0,,
19,19,link,0,0,0,,0,,
20,19,entity_0,,0,0,,0,,
21,19,entity_2,,0,0,,0,,
22,19,link,0,0,0,,0,,
23,19,link,1,0,0,,0,,
24,19,entity_0,,0,0,,0,,
25,19,entity_2,,0,0,,0,,
26,19,node,,0,0,,0,,
27,19,node,,0,0,,0,,
28,19,node,,0,0,,0,,
29,19,link,1,0,0,,0,,
30,19,link,1,0,0,,0,,
31,19,node,,0,0,,0,,
32,19,entity_0,,0,0,,0,,
33,19,link,1,0,0,,0,,
34,19,link,1,0,0,,0,,
35,19,link,1,0,0,,0,,
36,19,link,1,0,0,,0,,
37,19,node,,0,2,,2,,
38,19,link,1,0,0,,0,,
39,19,entity_2,,0,0,,0,,
40,19,link,1,0,0,,0,,
41,19,entity_2,,0,0,,0,,
42,19,entity_0,,0,0,,0,,
43,19,link,0,0,0,,0,,
44,19,entity_2,,0,0,,0,,
45,19,link,0,0,2,,2,,
46,19,link,0,0,0,,0,,
47,19,link,1,0,0,,0,,
48,19,link,1,0,0,,0,,
49,19,entity_0,,0,0,,0,,
50,19,node,,0,0,,0,,
51,19,link,1,0,0,,0,,
52,19,link,0,0,0,,0,,
53,19,link,0,1,2,,2,,
0,20,link,1,0,0,,0,,
1,20,link,1,0,0,,0,,
2,20,link,1,0,0,,0,,
3,20,link,1,0,0,,0,,
4,20,link,1,0,0,,0,,
5,20,entity_1,,0,1,,1,,
6,20,link,1,0,0,,0,,
7,20,link,1,0,0,,0,,
8,20,link,1,0,0,,0,,
9,20,link,0,1,2,,2,,
10,20,link,1,0,0,,0,,
11,20,link,1,0,0,,0,,
12,20,link,1,0,0,,0,,
13,20,link,1,0,0,,0,,
14,20,link,1,0,0,,0,,
15,20,link,1,0,0,,0,,
16,20,entity_0,,0,0,,0,,
17,20,entity_2,,0,1,,1,,
18,20,link,1,0,0,,0,,
19,20,link,1,0,0,,0,,
20,20,link,1,0,0,,0,,
21,20,link,1,0,0,,0,,
22,20,link,1,0,0,,0,,
23,20,node,,0,1,,1,,
24,20,link,1,0,0,,0,,
25,20,link,1,0,0,,0,,
26,20,link,1,0,0,,0,,
27,20,link,1,0,0,,0,,
0,21,link,1,0,0,,0,,0
1,21,link,1,0,0,,0,,0
2,21,link,0,0,2,,0,,0
3,21,entity_0,,0,0,,0,,0
4,21,link,1,0,0,,0,,0
5,21,link,0,0,2,,0,,0
6,21,link,0,0,2,,0,,0
7,21,link,1,0,0,,0,,0
8,21,link,0,0,0,,0,,0
9,21,link,0,0,2,,0,,0
10,21,link,0,0,2,,0,,1
11,21,link,0,0,2,,0,,0
12,21,link,1,0,0,,0,,0
13,21,link,0,0,2,,0,,0
14,21,link,0,0,2,,0,,0
15,21,entity_2,,0,2,,2,,2
16,21,node,,0,2,,2,,2
17,21,entity_0,,0,2,,2,,2
18,21,link,1,0,0,,0,,0
19,21,link,0,0,2,,2,,2
20,21,link,0,0,2,,0,,0
21,21,link,0,0,2,,0,,1
22,21,link,0,0,2,,0,,0
23,21,link,0,0,2,,0,,0
24,21,link,1,0,0,,0,,0
25,21,link,1,0,0,,0,,0
26,21,link,0,0,2,,2,,2
27,21,link,1,0,0,,0,,0
28,21,link,1,0,0,,0,,0
29,21,link,0,0,2,,0,,0
30,21,link,1,0,0,,0,,0
31,21,link,1,0,0,,0,,0
32,21,link,1,0,0,,0,,0
33,21,entity_1,,0,2,,2,,2
34,21,link,0,0,2,,0,,0
35,21,link,0,1,2,,2,,0
36,21,entity_0,,0,2,,0,,0
37,21,link,1,0,0,,0,,0
38,21,link,1,0,0,,0,,0
39,21,entity_1,,0,2,,0,,0
40,21,link,1,0,0,,0,,0
41,21,link,0,0,2,,0,,0
42,21,link,0,0,2,,0,,1
43,21,link,0,0,2,,0,,0
44,21,link,0,0,2,,0,,0
45,21,link,1,0,0,,0,,0
46,21,link,1,0,0,,0,,0
47,21,link,0,0,2,,0,,0
48,21,link,0,0,2,,0,,0
49,21,link,0,0,2,,2,,2
50,21,link,0,0,2,,0,,0
51,21,entity_0,,0,0,,0,,0
52,21,entity_0,,0,0,,0,,0
53,21,link,0,0,2,,0,,0
54,21,link,1,0,0,,0,,0
55,21,link,1,0,0,,0,,0
56,21,link,0,0,2,,0,,0
57,21,link,0,0,2,,0,,0
58,21,entity_2,,0,2,,0,,1
0,22,entity_2,,0,,,1,,1
1,22,link,0,0,,,0,,1
2,22,link,0,0,,,0,,0
3,22,entity_1,,0,,,1,,2
4,22,link,0,0,,,0,,0
5,22,link,0,0,,,0,,0
6,22,link,0,0,,,0,,0
7,22,link,0,0,,,0,,0
8,22,link,0,0,,,0,,0
9,22,link,0,0,,,0,,0
10,22,link,0,0,,,0,,0
11,22,node,,0,,,1,,2
12,22,entity_0,,0,,,0,,0
13,22,entity_1,,0,,,0,,0
14,22,node,,0,,,0,,0
15,22,entity_0,,0,,,1,,2
16,22,entity_1,,0,,,0,,0
17,22,link,0,0,,,0,,0
18,22,node,,0,,,0,,0
19,22,link,0,0,,,0,,0
20,22,entity_1,,0,,,0,,0
21,22,entity_0,,0,,,0,,0
22,22,link,0,0,,,0,,0
23,22,link,0,0,,,0,,0
24,22,link,0,0,,,0,,0
25,22,entity_0,,0,,,0,,0
26,22,link,0,0,,,0,,1
27,22,entity_1,,0,,,0,,0
28,22,entity_0,,0,,,0,,0
29,22,link,0,0,,,0,,0
30,22,link,0,0,,,0,,0
31,22,link,0,0,,,0,,0
32,22,link,0,0,,,0,,0
33,22,link,0,0,,,0,,0
34,22,node,,0,,,0,,0
35,22,link,0,0,,,0,,1
36,22,link,0,0,,,0,,0
37,22,link,0,0,,,0,,2
38,22,link,0,0,,,0,,0
39,22,node,,0,,,0,,0
40,22,link,0,0,,,0,,0
41,22,link,0,0,,,0,,0
42,22,link,1,1,,,2,,2
43,22,link,0,0,,,0,,0
44,22,link,0,0,,,0,,0
0,23,link,1,0,2,,2,,
1,23,link,1,0,2,,2,,
2,23,entity_2,,0,2,,1,,
3,23,link,1,0,2,,2,,
4,23,link,1,0,2,,2,,
5,23,link,1,0,2,,2,,
6,23,link,0,0,0,,0,,
7,23,link,1,1,2,,2,,
8,23,link,0,0,0,,0,,
9,23,link,1,0,2,,2,,
10,23,entity_0,,0,2,,2,,
11,23,link,0,0,0,,0,,
12,23,link,1,0,2,,2,,
13,23,link,0,0,0,,0,,
14,23,link,0,0,0,,0,,
15,23,link,0,0,0,,0,,
16,23,link,0,0,0,,0,,
17,23,link,0,0,0,,0,,
18,23,link,0,0,0,,0,,
19,23,link,0,0,0,,0,,
20,23,link,1,0,2,,2,,
21,23,entity_1,,0,2,,1,,
22,23,link,1,0,2,,2,,
23,23,entity_0,,0,0,,0,,
24,23,link,0,0,0,,0,,
25,23,link,0,0,0,,0,,
26,23,node,,0,2,,1,,
0,24,link,0,0,0,,0,0,
1,24,link,1,0,2,,2,0,
2,24,node,,0,2,,2,0,
3,24,link,0,0,0,,0,0,
4,24,entity_0,,0,0,,0,0,
5,24,node,,0,0,,0,0,
6,24,entity_1,,0,0,,0,0,
7,24,node,,0,0,,0,0,
8,24,link,0,0,0,,0,0,
9,24,link,0,0,0,,0,0,
10,24,link,0,0,0,,0,0,
11,24,node,,0,0,,0,0,
12,24,link,0,0,0,,0,0,
13,24,entity_0,,0,0,,0,0,
14,24,link,0,0,0,,0,0,
15,24,node,,0,0,,0,0,
16,24,entity_0,,0,0,,0,0,
17,24,link,0,0,0,,0,0,
18,24,node,,0,0,,0,0,
19,24,link,1,0,2,,2,0,
20,24,entity_1,,0,0,,0,0,
21,24,entity_1,,0,0,,0,0,
22,24,entity_1,,0,0,,0,0,
23,24,link,0,0,0,,0,0,
24,24,link,0,0,0,,0,0,
25,24,node,,0,0,,0,0,
26,24,link,1,0,2,,2,0,
27,24,link,0,0,0,,0,0,
28,24,entity_1,,0,0,,0,0,
29,24,link,0,0,0,,0,0,
30,24,link,0,0,0,,0,0,
31,24,link,0,0,0,,0,0,
32,24,entity_1,,0,0,,0,0,
33,24,link,0,0,0,,0,0,
34,24,entity_0,,0,2,,2,0,
35,24,entity_0,,0,0,,0,0,
36,24,link,1,1,2,,2,0,
37,24,entity_1,,0,0,,0,0,
38,24,link,0,0,0,,0,0,
39,24,node,,0,0,,0,0,
40,24,link,0,0,0,,0,0,
41,24,link,0,0,0,,0,0,
42,24,link,0,0,0,,0,0,
43,24,entity_1,,0,2,,2,0,
44,24,entity_0,,0,0,,0,0,
45,24,entity_0,,0,0,,0,0,
46,24,link,0,0,0,,0,0,
47,24,entity_0,,0,0,,0,0,
0,25,link,1,0,2,,2,2,
1,25,link,1,1,2,,2,2,
2,25,link,0,0,0,,0,0,
3,25,link,0,0,0,,0,0,
4,25,link,1,0,2,,2,2,
5,25,link,1,0,2,,2,2,
6,25,link,1,0,2,,2,2,
7,25,link,1,0,2,,2,2,
8,25,link,0,0,0,,0,0,
9,25,link,0,0,0,,0,0,
10,25,node,,0,2,,2,2,
11,25,link,0,0,0,,0,0,
12,25,link,1,0,2,,2,2,
13,25,link,0,0,0,,0,0,
14,25,link,0,0,0,,0,0,
15,25,entity_0,,0,2,,2,2,
16,25,link,1,0,2,,2,2,
17,25,link,1,0,2,,2,2,
18,25,link,0,0,0,,0,0,
19,25,entity_2,,0,2,,2,2,
20,25,link,1,0,2,,2,2,
21,25,link,1,0,2,,2,2,
22,25,link,0,0,0,,0,0,
23,25,entity_1,,0,2,,2,2,
24,25,link,1,0,2,,2,2,
0,26,link,0,0,,,0,0,
1,26,entity_1,,0,,,0,0,
2,26,link,0,0,,,0,0,
3,26,node,,0,,,0,0,
4,26,entity_1,,0,,,0,1,
5,26,link,0,0,,,0,0,
6,26,entity_0,,0,,,0,0,
7,26,entity_0,,0,,,0,0,
8,26,link,0,0,,,0,0,
9,26,node,,0,,,0,0,
10,26,entity_1,,0,,,0,0,
11,26,link,0,0,,,0,0,
12,26,node,,0,,,0,0,
13,26,link,0,0,,,0,0,
14,26,entity_1,,0,,,0,0,
15,26,entity_0,,0,,,0,0,
16,26,entity_0,,0,,,0,0,
17,26,link,0,0,,,0,0,
18,26,entity_1,,0,,,0,0,
19,26,entity_1,,0,,,0,0,
20,26,link,0,0,,,0,0,
21,26,entity_1,,0,,,0,0,
22,26,entity_0,,0,,,0,0,
23,26,node,,0,,,0,1,
24,26,entity_1,,0,,,0,0,
25,26,link,0,0,,,0,0,
26,26,link,0,0,,,0,0,
27,26,link,0,0,,,0,0,
28,26,entity_0,,0,,,0,0,
29,26,link,1,1,,,2,2,
30,26,node,,0,,,0,0,
31,26,entity_0,,0,,,0,1,
32,26,link,0,0,,,0,0,
33,26,link,0,0,,,0,0,
34,26,link,0,0,,,0,0,
35,26,link,0,0,,,0,0,
36,26,link,0,0,,,0,0,
37,26,link,0,0,,,0,0,
38,26,link,0,0,,,0,0,
39,26,link,0,0,,,0,0,
40,26,node,,0,,,0,0,
41,26,entity_0,,0,,,0,0,
42,26,node,,0,,,0,0,
43,26,node,,0,,,0,0,
44,26,link,0,0,,,0,0,
0,27,entity_2,,0,1,,0,0,
1,27,entity_0,,0,2,,2,0,
2,27,link,0,1,2,,2,0,
3,27,link,0,0,2,,1,0,
4,27,link,0,0,0,,0,0,
5,27,link,0,0,0,,0,0,
6,27,link,0,0,0,,0,0,
7,27,link,0,0,0,,0,0,
8,27,entity_1,,0,0,,0,0,
9,27,node,,0,0,,0,0,
10,27,link,0,0,0,,0,0,
11,27,entity_0,,0,0,,0,0,
12,27,entity_0,,0,0,,0,0,
13,27,link,0,0,0,,0,0,
14,27,link,0,0,0,,0,0,
15,27,link,0,0,2,,1,0,
16,27,link,0,0,0,,0,0,
17,27,link,0,0,2,,2,0,
18,27,link,0,0,0,,0,0,
19,27,link,0,0,0,,0,0,
20,27,node,,0,2,,2,0,
21,27,link,0,0,0,,0,0,
22,27,entity_0,,0,0,,0,0,
23,27,link,0,0,0,,0,0,
24,27,entity_0,,0,0,,0,0,
25,27,node,,0,0,,0,0,
26,27,node,,0,0,,0,0,
27,27,entity_1,,0,0,,0,0,
28,27,entity_1,,0,0,,0,0,
29,27,node,,0,0,,0,0,
30,27,node,,0,0,,0,0,
31,27,node,,0,0,,0,0,
32,27,entity_0,,0,1,,0,0,
33,27,link,0,0,0,,0,0,
34,27,entity_1,,0,0,,0,0,
35,27,entity_1,,0,0,,0,0,
36,27,link,0,0,0,,0,0,
37,27,entity_0,,0,0,,0,0,
38,27,link,0,0,0,,0,0,
39,27,entity_1,,0,0,,0,0,
40,27,entity_0,,0,0,,0,0,
41,27,link,0,0,0,,0,0,
42,27,entity_1,,0,2,,2,0,
43,27,entity_0,,0,0,,0,0,
0,28,link,1,0,0,0,0,0,
1,28,link,1,0,0,0,0,0,
2,28,link,1,0,0,0,0,0,
3,28,entity_0,,0,0,0,0,0,
4,28,link,1,0,0,0,0,0,
5,28,link,1,0,0,0,0,0,
6,28,link,1,0,0,0,0,0,
7,28,link,1,0,0,0,0,0,
8,28,link,1,0,0,0,0,0,
9,28,node,,0,1,1,0,2,
10,28,entity_2,,0,1,1,0,2,
11,28,link,1,0,0,0,0,0,
12,28,link,1,0,0,0,0,0,
13,28,entity_1,,0,1,1,1,2,
14,28,link,1,0,0,0,0,0,
15,28,link,0,1,2,2,2,2,
16,28,link,0,0,2,2,2,2,
17,28,link,1,0,0,0,0,0,
18,28,link,0,0,2,2,0,2,
19,28,link,1,0,0,0,0,0,
20,28,entity_0,,0,2,2,2,2,
21,28,link,1,0,0,0,0,0,
22,28,link,1,0,0,0,0,0,
23,28,link,1,0,0,0,0,0,
24,28,entity_0,,0,0,1,0,1,
0,29,entity_0,,0,2,1,1,2,
1,29,entity_1,,0,2,1,1,2,
2,29,node,,0,2,1,1,2,
3,29,link,1,0,0,0,0,0,
4,29,link,1,0,0,0,0,0,
5,29,link,1,0,0,0,0,0,
6,29,link,1,0,0,0,0,0,
7,29,link,1,0,0,0,0,0,
8,29,link,1,0,0,0,0,0,
9,29,link,1,0,0,0,0,0,
10,29,entity_2,,0,2,1,1,2,
11,29,link,0,0,2,2,1,2,
12,29,link,1,0,0,0,0,0,
13,29,link,1,0,0,0,0,0,
14,29,link,1,0,0,0,0,0,
15,29,link,1,0,0,0,0,0,
16,29,link,0,0,2,2,1,2,
17,29,link,0,1,2,2,2,2,
18,29,link,1,0,0,0,0,0,
19,29,link,1,0,0,0,0,0,
20,29,link,1,0,0,0,0,0,
21,29,link,1,0,0,0,0,0,
22,29,link,1,0,0,0,0,0,
0,30,link,0,0,2,2,0,2,
1,30,link,0,0,2,2,0,2,
2,30,link,0,0,2,2,0,2,
3,30,link,0,0,2,2,0,2,
4,30,node,,0,2,2,2,2,
5,30,node,,0,1,2,0,0,
6,30,link,0,0,2,2,0,2,
7,30,entity_1,,0,1,2,0,0,
8,30,entity_0,,0,1,2,0,0,
9,30,entity_0,,0,2,2,0,0,
10,30,entity_0,,0,1,2,0,0,
11,30,link,0,0,2,2,0,2,
12,30,link,0,0,2,2,0,0,
13,30,entity_1,,0,2,2,0,0,
14,30,link,0,0,2,2,0,0,
15,30,link,1,0,0,0,0,0,
16,30,link,0,0,2,2,0,2,
17,30,link,0,0,2,2,2,2,
18,30,entity_1,,0,1,2,0,0,
19,30,entity_1,,0,1,2,0,0,
20,30,node,,0,2,2,0,0,
21,30,link,0,0,2,2,0,2,
22,30,link,0,0,2,2,0,2,
23,30,link,0,1,2,2,2,2,
24,30,entity_2,,0,2,2,0,2,
25,30,link,0,0,2,2,2,2,
26,30,link,0,0,2,2,2,2,
27,30,entity_1,,0,2,2,2,2,
28,30,link,0,0,2,2,0,2,
29,30,link,0,0,2,2,0,2,
30,30,node,,0,1,2,0,0,
31,30,entity_0,,0,1,2,0,0,
32,30,node,,0,1,2,0,0,
33,30,link,0,0,2,2,0,2,
34,30,link,0,0,2,2,0,2,
35,30,link,0,0,2,2,2,2,
36,30,link,0,0,2,2,0,2,
37,30,entity_0,,0,2,2,2,2,
0,31,link,0,1,,2,,2,
1,31,link,1,0,,0,,0,
2,31,entity_0,,0,,0,,0,
3,31,link,1,0,,0,,0,
4,31,link,1,0,,0,,0,
5,31,entity_1,,0,,1,,2,
6,31,link,1,0,,0,,0,
7,31,link,1,0,,0,,0,
8,31,link,1,0,,0,,0,
9,31,link,1,0,,0,,0,
10,31,link,1,0,,0,,0,
11,31,link,1,0,,0,,0,
12,31,entity_0,,0,,0,,2,
13,31,link,1,0,,0,,0,
14,31,link,0,0,,2,,2,
15,31,link,1,0,,0,,0,
16,31,link,1,0,,0,,0,
17,31,entity_2,,0,,1,,2,
18,31,link,1,0,,0,,0,
19,31,node,,0,,1,,2,
20,31,link,1,0,,0,,0,
21,31,link,1,0,,0,,0,
22,31,link,1,0,,0,,0,
0,32,link,1,0,0,0,,0,0
1,32,link,0,0,2,2,,2,1
2,32,node,,0,2,1,,2,2
3,32,link,1,0,0,0,,0,0
4,32,link,1,0,0,0,,0,0
5,32,link,1,0,0,0,,0,0
6,32,link,0,0,2,2,,2,0
7,32,link,0,0,2,2,,2,0
8,32,entity_0,,0,1,0,,0,0
9,32,entity_1,,0,2,1,,2,2
10,32,entity_1,,0,1,0,,0,0
11,32,entity_1,,0,0,1,,0,0
12,32,link,0,1,2,2,,2,0
13,32,link,1,0,0,0,,0,0
14,32,entity_0,,0,0,0,,0,0
15,32,link,1,0,0,0,,0,0
16,32,link,1,0,0,0,,0,0
17,32,link,0,0,2,2,,2,1
18,32,node,,0,1,2,,0,0
19,32,link,1,0,0,0,,0,0
20,32,entity_1,,0,0,0,,0,0
21,32,node,,0,0,0,,0,0
22,32,link,0,0,2,2,,2,1
23,32,entity_0,,0,1,2,,0,0
24,32,link,1,0,0,0,,0,0
25,32,entity_1,,0,1,2,,0,0
26,32,entity_0,,0,1,1,,0,0
27,32,link,0,0,2,2,,2,2
28,32,entity_2,,0,2,2,,2,1
29,32,entity_0,,0,2,1,,2,2
30,32,node,,0,1,0,,0,0
31,32,node,,0,1,0,,0,0
0,33,link,1,0,2,2,,2,1
1,33,link,1,0,2,2,,2,1
2,33,link,1,0,2,2,,2,0
3,33,node,,0,2,2,,2,2
4,33,link,1,0,2,2,,2,1
5,33,entity_0,,0,2,2,,2,2
6,33,link,1,0,2,2,,2,1
7,33,link,1,1,2,2,,0,2
8,33,link,1,0,2,2,,2,0
9,33,link,1,0,2,2,,2,0
10,33,link,1,0,2,2,,2,0
11,33,entity_1,,0,2,2,,2,2
12,33,link,0,0,0,0,,0,0
13,33,link,1,0,2,2,,2,1
14,33,link,1,0,2,2,,2,0
15,33,link,1,0,2,2,,2,0
16,33,entity_2,,0,2,2,,2,2
17,33,link,1,0,2,2,,2,0
18,33,link,1,0,2,2,,2,0
19,33,entity_0,,0,0,0,,0,0
20,33,link,1,0,2,2,,2,0
21,33,link,0,0,0,0,,0,0
0,34,entity_0,,0,2,2,,2,2
1,34,link,1,0,2,2,,2,2
2,34,entity_1,,0,1,1,,0,0
3,34,node,,0,1,1,,0,0
4,34,node,,0,0,0,,0,0
5,34,link,1,0,2,2,,2,2
6,34,link,0,0,0,0,,0,0
7,34,entity_0,,0,1,1,,0,0
8,34,link,1,0,2,2,,2,2
9,34,entity_0,,0,0,0,,0,0
10,34,node,,0,1,2,,2,0
11,34,node,,0,0,0,,0,0
12,34,entity_1,,0,0,0,,0,0
13,34,entity_0,,0,0,0,,0,0
14,34,link,1,0,2,2,,2,2
15,34,link,0,0,0,0,,0,0
16,34,link,0,0,0,0,,0,0
17,34,link,0,0,0,0,,0,0
18,34,link,1,0,2,2,,2,2
19,34,entity_1,,0,2,2,,2,2
20,34,link,1,0,2,2,,2,2
21,34,link,0,0,0,0,,0,0
22,34,link,1,1,2,2,,2,2
23,34,link,0,0,0,0,,0,0
24,34,entity_1,,0,1,2,,2,0
25,34,link,1,0,2,2,,2,2
26,34,entity_1,,0,0,0,,0,0
27,34,node,,0,2,2,,2,2
28,34,entity_0,,0,1,2,,2,0
29,34,link,0,0,0,0,,0,0
30,34,entity_2,,0,2,1,,2,2
0,35,entity_2,,0,,2,,,2
1,35,entity_1,,0,,0,,,0
2,35,entity_2,,0,,0,,,0
3,35,link,0,0,,0,,,0
4,35,link,1,0,,2,,,2
5,35,entity_0,,0,,0,,,0
6,35,link,0,0,,0,,,0
7,35,link,1,0,,0,,,0
8,35,link,0,0,,0,,,0
9,35,link,0,0,,0,,,0
10,35,entity_0,,0,,2,,,2
11,35,link,1,0,,2,,,2
12,35,entity_1,,0,,2,,,2
13,35,node,,0,,2,,,2
14,35,node,,0,,0,,,0
15,35,entity_0,,0,,0,,,0
16,35,entity_2,,0,,0,,,0
17,35,link,1,0,,0,,,0
18,35,link,1,0,,2,,,2
19,35,link,0,0,,0,,,0
20,35,entity_1,,0,,0,,,0
21,35,link,1,1,,2,,,2
22,35,link,0,0,,0,,,0
23,35,link,1,0,,0,,,2
24,35,entity_2,,0,,0,,,0
25,35,link,1,0,,2,,,2
26,35,link,0,0,,0,,,0
0,36,entity_0,,0,0,0,0,,
1,36,entity_0,,0,0,0,0,,
2,36,entity_1,,0,0,0,0,,
3,36,link,1,0,0,0,0,,
4,36,node,,0,0,0,0,,
5,36,link,1,0,0,0,0,,
6,36,link,0,0,2,2,2,,
7,36,link,0,1,2,2,2,,
8,36,link,1,0,0,0,0,,
9,36,node,,0,0,0,0,,
10,36,entity_1,,0,0,0,0,,
11,36,link,1,0,0,0,0,,
12,36,link,1,0,0,0,0,,
13,36,entity_0,,0,0,0,0,,
14,36,link,1,0,0,0,0,,
15,36,link,1,0,0,0,0,,
16,36,link,1,0,0,0,0,,
17,36,entity_1,,0,0,0,1,,
18,36,entity_1,,0,0,0,0,,
19,36,node,,0,0,0,0,,
20,36,entity_2,,0,2,1,2,,
21,36,entity_0,,0,0,0,1,,
22,36,node,,0,0,0,1,,
23,36,link,1,0,0,0,0,,
0,37,entity_0,,0,0,0,0,,0
1,37,node,,0,0,0,0,,0
2,37,link,0,0,2,2,1,,1
3,37,entity_1,,0,0,0,0,,0
4,37,link,1,0,0,0,0,,0
5,37,link,1,0,0,0,0,,0
6,37,link,0,0,2,2,1,,1
7,37,entity_0,,0,2,2,2,,2
8,37,link,0,0,2,0,2,,2
9,37,link,1,0,0,0,0,,0
10,37,link,0,0,2,2,1,,1
11,37,entity_2,,0,2,1,2,,1
12,37,entity_1,,0,0,0,0,,0
13,37,entity_0,,0,1,2,0,,0
14,37,node,,0,2,2,2,,2
15,37,link,0,1,2,2,0,,2
16,37,link,1,0,0,0,0,,0
17,37,entity_1,,0,2,2,2,,2
18,37,node,,0,1,2,0,,0
19,37,node,,0,0,0,0,,0
20,37,entity_1,,0,1,2,0,,0
21,37,link,1,0,0,0,0,,0
22,37,entity_0,,0,0,0,0,,0
0,38,link,0,0,0,0,0,,0
1,38,link,0,0,0,0,0,,0
2,38,link,0,0,0,0,0,,0
3,38,entity_1,,0,0,0,0,,0
4,38,link,1,0,2,0,2,,2
5,38,link,0,0,0,0,0,,0
6,38,link,1,1,2,2,2,,2
7,38,link,0,0,0,0,0,,0
8,38,link,1,0,2,0,2,,2
9,38,link,1,0,2,0,2,,2
10,38,link,0,0,0,0,0,,0
11,38,link,1,0,2,0,2,,2
12,38,link,0,0,0,0,0,,0
13,38,node,,0,2,2,2,,2
14,38,link,0,0,0,0,0,,0
15,38,entity_0,,0,2,2,2,,2
16,38,node,,0,0,0,0,,0
17,38,entity_2,,0,1,1,2,,1
18,38,entity_0,,0,0,0,0,,0
19,38,entity_1,,0,2,2,2,,2
